BAM33359.1	LIPO(Sec/SPII)	0.001214	0.000091	0.998318	0.000377	CS pos: 24-25. VVG-CG. Pr: 0.9987
BAM33368.1	SP(Sec/SPI)	0.876265	0.001480	0.046650	0.075605	CS pos: 27-28. LYA-TQ. Pr: 0.7852
BAM33371.1	OTHER	0.006027	0.000772	0.001555	0.991646	
BAM33392.1	SP(Sec/SPI)	0.832690	0.000236	0.142398	0.024675	CS pos: 20-21. LFA-KE. Pr: 0.9192
BAM33394.1	LIPO(Sec/SPII)	0.019088	0.000285	0.959349	0.021278	CS pos: 25-26. AYG-CA. Pr: 0.9624
BAM33405.1	OTHER	0.010340	0.007076	0.129750	0.852833	
BAM33408.1	OTHER	0.001239	0.000207	0.000194	0.998360	
BAM33410.1	OTHER	0.002378	0.000453	0.000509	0.996660	
BAM33413.1	OTHER	0.013693	0.000385	0.002582	0.983341	
BAM33424.1	OTHER	0.002976	0.001052	0.000399	0.995574	
BAM33465.1	OTHER	0.036679	0.084749	0.001583	0.876990	
BAM33467.1	OTHER	0.019622	0.003719	0.001925	0.974734	
BAM33473.1	OTHER	0.015373	0.005086	0.003808	0.975734	
BAM33476.1	OTHER	0.003867	0.001372	0.000713	0.994048	
BAM33484.1	SP(Sec/SPI)	0.900120	0.000496	0.097033	0.002351	CS pos: 23-24. CRA-DS. Pr: 0.7448
BAM33489.1	OTHER	0.012776	0.000291	0.002878	0.984055	
BAM33490.1	OTHER	0.008663	0.000217	0.004265	0.986855	
BAM33491.1	OTHER	0.046475	0.000501	0.033154	0.919870	
BAM33492.1	OTHER	0.009867	0.003997	0.005111	0.981025	
BAM33497.1	OTHER	0.101935	0.001216	0.009121	0.887728	
BAM33498.1	OTHER	0.004190	0.001537	0.000536	0.993737	
BAM33500.1	TAT(Tat/SPI)	0.077082	0.901523	0.020507	0.000888	CS pos: 22-23. ANA-KS. Pr: 0.6286
BAM33501.1	OTHER	0.002953	0.000131	0.001148	0.995768	
BAM33503.1	OTHER	0.007705	0.000241	0.036869	0.955185	
BAM33504.1	OTHER	0.002441	0.000364	0.000407	0.996788	
BAM33505.1	OTHER	0.008414	0.001404	0.023730	0.966452	
BAM33506.1	OTHER	0.003784	0.000211	0.000616	0.995390	
BAM33507.1	OTHER	0.002940	0.011673	0.000301	0.985087	
BAM33508.1	OTHER	0.026870	0.000199	0.003795	0.969135	
BAM33509.1	OTHER	0.019498	0.029217	0.003957	0.947328	
BAM33512.1	OTHER	0.041044	0.000716	0.005785	0.952455	
BAM33521.1	OTHER	0.005801	0.004734	0.000970	0.988494	
BAM33522.1	OTHER	0.314244	0.002148	0.198585	0.485023	
BAM33523.1	OTHER	0.002813	0.000977	0.000385	0.995824	
BAM33529.1	OTHER	0.012939	0.000898	0.000734	0.985429	
BAM33530.1	OTHER	0.027436	0.001459	0.003808	0.967297	
BAM33537.1	OTHER	0.034006	0.000202	0.005282	0.960509	
BAM33548.1	OTHER	0.002539	0.000177	0.000514	0.996769	
BAM33557.1	OTHER	0.175932	0.000522	0.202532	0.621015	
BAM33558.1	OTHER	0.007455	0.000710	0.000979	0.990856	
BAM33561.1	OTHER	0.017683	0.002126	0.004805	0.975385	
BAM33565.1	SP(Sec/SPI)	0.994460	0.000417	0.003900	0.001224	CS pos: 22-23. ALA-DS. Pr: 0.9754
BAM33566.1	SP(Sec/SPI)	0.988160	0.006993	0.003415	0.001432	CS pos: 19-20. AFA-GV. Pr: 0.6767
BAM33577.1	OTHER	0.004199	0.005430	0.000886	0.989485	
BAM33579.1	LIPO(Sec/SPII)	0.138887	0.000218	0.854614	0.006281	CS pos: 28-29. SLA-CS. Pr: 0.9732
